Бренд;Модель;Год;Цена;URL;ПТС;Владельцы;Розыск;Ограничения;Город;Двигатель;Мощность;Коробка передач;Привод;Пробег;Руль;Поколение;;;;;
BMW;X6;2018;4344000;https://auto.drom.ru/himki/bmw/x6/54109743.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Химках;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;128 225 км;левый;2 поколение;черный;;;;
BMW;3-Series Gran Turismo;2018;2917000;https://auto.drom.ru/moscow/bmw/3-series_gran_turismo/949841423.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;автомат;4WD;129 795 км;левый;;черный;;;;
BMW;7-Series;2018;4450000;https://auto.drom.ru/spb/bmw/7-series/555528672.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;249 л.с., налог;автомат;задний;74 293 км;левый;;черный;;;;
BMW;5-Series;2018;3499000;https://auto.drom.ru/moscow/bmw/5-series/53017618.html;Характеристики совпадают с ПТС;3 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;45 107 км;левый;7 поколение;синий;седан;;;
BMW;5-Series;2018;4990000;https://auto.drom.ru/spb/bmw/5-series/54106810.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 2.0 л;190 л.с., налог;АКПП;4WD;178 563 км;левый;7 поколение;черный;седан;520d AT xDrive M Sport;;
BMW;X4;2018;3055000;https://auto.drom.ru/moscow/bmw/x4/53819369.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;245 л.с., налог;АКПП;4WD;120 200 км;левый;1 поколение;черный;;;;
BMW;5-Series;2018;3840000;https://auto.drom.ru/spb/bmw/5-series/53814651.html;Характеристики совпадают с ПТС;4 записи о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;дизель, 3.0 л;249 л.с., налог;АКПП;4WD;44 250 км;левый;7 поколение;белый;седан;;;
BMW;4-Series;2018;2750000;https://auto.drom.ru/spb/bmw/4-series/53660501.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Санкт-Петербурге;бензин, 2.0 л;249 л.с., налог;АКПП;4WD;124 500 км;левый;1 поколение, рестайлинг;черный;лифтбек;430i AT xDrive Base;;
BMW;5-Series;2018;2600000;https://auto.drom.ru/moscow/bmw/5-series/53015254.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;231 905 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2500000;https://auto.drom.ru/moscow/bmw/5-series/53015255.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;223 477 км;левый;7 поколение;черный;седан;;;
BMW;5-Series;2018;2650000;https://auto.drom.ru/moscow/bmw/5-series/52513672.html;Характеристики совпадают с ПТС;1 запись о регистрации;Не числится в розыске;Ограничений не обнаружено;Москве;бензин, 2.0 л;184 л.с., налог;АКПП;задний;233 336 км;левый;7 поколение;черный;седан;;;
